,Sector,Year,FDI(in USD),Exchange_rate,FDI(in INR)
338,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2005-06,25.54,44.11008230452675,1126.571502057613
339,MEDICAL AND SURGICAL APPLIANCES,2005-06,1.52,44.11008230452675,67.04732510288066
340,INDUSTRIAL INSTRUMENTS,2005-06,0.38,44.11008230452675,16.761831275720166
341,SCIENTIFIC INSTRUMENTS,2005-06,0.1,44.11008230452675,4.411008230452675
342,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2005-06,0.0,44.11008230452675,0.0
343,FERTILIZERS,2005-06,4.24,44.11008230452675,187.02674897119343
344,CHEMICALS,2005-06,387.72,44.11008230452675,17102.361111111113
345,PHOTOGRAPHIC RAW FILM AND PAPER,2005-06,0.0,44.11008230452675,0.0
346,DYE-STUFFS,2005-06,0.0,44.11008230452675,0.0
347,DRUGS & PHARMACEUTICALS,2005-06,172.44,44.11008230452675,7606.342592592592
348,TEXTILES,2005-06,94.33,44.11008230452675,4160.904063786008
349,PAPER AND PULP,2005-06,27.38,44.11008230452675,1207.7340534979423
350,SUGAR,2005-06,3.0,44.11008230452675,132.33024691358025
351,FERMENTATION INDUSTRIES,2005-06,169.83,44.11008230452675,7491.215277777778
352,FOOD PROCESSING INDUSTRIES,2005-06,41.74,44.11008230452675,1841.1548353909466
353,VEGETABLE OILS AND VANASPATI,2005-06,12.31,44.11008230452675,542.9951131687243
354,"SOAPS, COSMETICS & TOILET PREPARATIONS",2005-06,87.42,44.11008230452675,3856.1033950617284
355,RUBBER GOODS,2005-06,34.09,44.11008230452675,1503.712705761317
356,"LEATHER,LEATHER GOODS AND PICKERS",2005-06,1.11,44.11008230452675,48.9621913580247
357,GLUE AND GELATIN,2005-06,0.0,44.11008230452675,0.0
358,GLASS,2005-06,0.81,44.11008230452675,35.72916666666667
359,CERAMICS,2005-06,5.67,44.11008230452675,250.10416666666666
360,CEMENT AND GYPSUM PRODUCTS,2005-06,452.08,44.11008230452675,19941.28600823045
361,TIMBER PRODUCTS,2005-06,0.33,44.11008230452675,14.556327160493828
362,DEFENCE INDUSTRIES,2005-06,0.0,44.11008230452675,0.0
363,CONSULTANCY SERVICES,2005-06,47.4,44.11008230452675,2090.8179012345677
364,SERVICES SECTOR,2005-06,548.61,44.11008230452675,24199.232253086422
365,HOSPITAL & DIAGNOSTIC CENTRES,2005-06,32.53,44.11008230452675,1434.9009773662551
366,EDUCATION,2005-06,3.16,44.11008230452675,139.38786008230454
367,HOTEL & TOURISM,2005-06,71.78,44.11008230452675,3166.22170781893
368,TRADING,2005-06,28.93,44.11008230452675,1276.1046810699588
369,RETAIL TRADING,2005-06,0.0,44.11008230452675,0.0
370,AGRICULTURE SERVICES,2005-06,9.08,44.11008230452675,400.5195473251029
371,"DIAMOND,GOLD ORNAMENTS",2005-06,15.52,44.11008230452675,684.5884773662551
372,TEA AND COFFEE,2005-06,1.43,44.11008230452675,63.07741769547325
373,PRINTING OF BOOKS,2005-06,9.9,44.11008230452675,436.68981481481484
374,COIR,2005-06,0.59,44.11008230452675,26.02494855967078
375,CONSTRUCTION,2005-06,0.93,44.11008230452675,41.02237654320988
376,CONSTRUCTION DEVELOPMENT,2005-06,228.71,44.11008230452675,10088.416923868313
377,MISCELLANEOUS INDUSTRIES,2005-06,164.76,44.11008230452675,7267.577160493826
378,METALLURGICAL INDUSTRIES,2006-07,169.94,45.333414634146344,7703.960482926829
379,MINING,2006-07,6.62,45.333414634146344,300.1072048780488
380,POWER,2006-07,157.15,45.333414634146344,7124.146109756098
381,NON-CONVENTIONAL ENERGY,2006-07,2.44,45.333414634146344,110.61353170731708
382,COAL PRODUCTION,2006-07,1.3,45.333414634146344,58.933439024390246
383,PETROLEUM & NATURAL GAS,2006-07,87.71,45.333414634146344,3976.1937975609753
384,BOILERS AND STEAM GENERATING PLANTS,2006-07,3.31,45.333414634146344,150.0536024390244
385,PRIME MOVER,2006-07,25.57,45.333414634146344,1159.1754121951221
386,ELECTRICAL EQUIPMENTS,2006-07,76.85,45.333414634146344,3483.872914634146
387,COMPUTER SOFTWARE & HARDWARE,2006-07,2613.33,45.333414634146344,118471.17246585366
388,ELECTRONICS,2006-07,42.14,45.333414634146344,1910.350092682927
389,TELECOMMUNICATIONS,2006-07,476.51,45.333414634146344,21601.825407317076
390,INFORMATION & BROADCASTING,2006-07,75.7,45.333414634146344,3431.7394878048785
391,AUTOMOBILE INDUSTRY,2006-07,260.72,45.333414634146344,11819.327863414635
392,AIR TRANSPORT,2006-07,62.29,45.333414634146344,2823.818397560976
393,SEA TRANSPORT,2006-07,72.52,45.333414634146344,3287.5792292682927
394,PORTS,2006-07,0.0,45.333414634146344,0.0
395,RAILWAY RELATED COMPONENTS,2006-07,25.82,45.333414634146344,1170.5087658536586
396,INDUSTRIAL MACHINERY,2006-07,25.96,45.333414634146344,1176.8554439024392
397,MACHINE TOOLS,2006-07,37.28,45.333414634146344,1690.0296975609758
398,AGRICULTURAL MACHINERY,2006-07,25.19,45.333414634146344,1141.9487146341464
399,EARTH-MOVING MACHINERY,2006-07,0.99,45.333414634146344,44.88008048780488
400,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2006-07,84.44,45.333414634146344,3827.9535317073173
401,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2006-07,5.42,45.333414634146344,245.70710731707317
402,MEDICAL AND SURGICAL APPLIANCES,2006-07,13.43,45.333414634146344,608.8277585365854
403,INDUSTRIAL INSTRUMENTS,2006-07,0.0,45.333414634146344,0.0
404,SCIENTIFIC INSTRUMENTS,2006-07,0.07,45.333414634146344,3.1733390243902444
405,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2006-07,0.0,45.333414634146344,0.0
406,FERTILIZERS,2006-07,5.01,45.333414634146344,227.12040731707316
407,CHEMICALS,2006-07,138.85,45.333414634146344,6294.54462195122
408,PHOTOGRAPHIC RAW FILM AND PAPER,2006-07,2.81,45.333414634146344,127.38689512195123
409,DYE-STUFFS,2006-07,0.0,45.333414634146344,0.0
410,DRUGS & PHARMACEUTICALS,2006-07,224.2,45.333414634146344,10163.75156097561
411,TEXTILES,2006-07,126.9,45.333414634146344,5752.810317073171
412,PAPER AND PULP,2006-07,5.08,45.333414634146344,230.29374634146342
413,SUGAR,2006-07,9.85,45.333414634146344,446.53413414634144
414,FERMENTATION INDUSTRIES,2006-07,27.58,45.333414634146344,1250.295575609756
415,FOOD PROCESSING INDUSTRIES,2006-07,102.0,45.333414634146344,4624.008292682927
416,VEGETABLE OILS AND VANASPATI,2006-07,16.22,45.333414634146344,735.3079853658536
417,"SOAPS, COSMETICS & TOILET PREPARATIONS",2006-07,6.04,45.333414634146344,273.8138243902439
418,RUBBER GOODS,2006-07,18.75,45.333414634146344,850.001524390244
419,"LEATHER,LEATHER GOODS AND PICKERS",2006-07,8.26,45.333414634146344,374.4540048780488
420,GLUE AND GELATIN,2006-07,0.0,45.333414634146344,0.0
421,GLASS,2006-07,1.43,45.333414634146344,64.82678292682927
422,CERAMICS,2006-07,122.23,45.333414634146344,5541.103270731708
423,CEMENT AND GYPSUM PRODUCTS,2006-07,242.47,45.333414634146344,10991.993046341464
424,TIMBER PRODUCTS,2006-07,0.0,45.333414634146344,0.0
425,DEFENCE INDUSTRIES,2006-07,0.0,45.333414634146344,0.0
426,CONSULTANCY SERVICES,2006-07,114.68,45.333414634146344,5198.835990243903
427,SERVICES SECTOR,2006-07,4713.78,45.333414634146344,213691.74323414633
428,HOSPITAL & DIAGNOSTIC CENTRES,2006-07,38.14,45.333414634146344,1729.0164341463417
429,EDUCATION,2006-07,41.81,45.333414634146344,1895.3900658536588
430,HOTEL & TOURISM,2006-07,195.66,45.333414634146344,8869.935907317073
431,TRADING,2006-07,114.65,45.333414634146344,5197.475987804879
432,RETAIL TRADING,2006-07,0.0,45.333414634146344,0.0
433,AGRICULTURE SERVICES,2006-07,12.53,45.333414634146344,568.0276853658537
434,"DIAMOND,GOLD ORNAMENTS",2006-07,61.97,45.333414634146344,2809.3117048780487
435,TEA AND COFFEE,2006-07,6.2,45.333414634146344,281.06717073170734
436,PRINTING OF BOOKS,2006-07,20.04,45.333414634146344,908.4816292682926
437,COIR,2006-07,0.04,45.333414634146344,1.8133365853658538
438,CONSTRUCTION,2006-07,64.06,45.333414634146344,2904.0585414634147
439,CONSTRUCTION DEVELOPMENT,2006-07,1392.95,45.333414634146344,63147.17991463415
440,MISCELLANEOUS INDUSTRIES,2006-07,304.87,45.333414634146344,13820.798119512196
441,METALLURGICAL INDUSTRIES,2007-08,1175.75,41.29315573770492,48550.42785860656
442,MINING,2007-08,444.36,41.29315573770492,18349.02668360656
443,POWER,2007-08,988.68,41.29315573770492,40825.7172147541
444,NON-CONVENTIONAL ENERGY,2007-08,58.82,41.29315573770492,2428.8634204918035
445,COAL PRODUCTION,2007-08,14.08,41.29315573770492,581.4076327868853
446,PETROLEUM & NATURAL GAS,2007-08,1405.04,41.29315573770492,58018.53553770492
447,BOILERS AND STEAM GENERATING PLANTS,2007-08,1.51,41.29315573770492,62.35266516393443
448,PRIME MOVER,2007-08,40.53,41.29315573770492,1673.6116020491804
449,ELECTRICAL EQUIPMENTS,2007-08,653.74,41.29315573770492,26994.987631967215
450,COMPUTER SOFTWARE & HARDWARE,2007-08,1382.25,41.29315573770492,57077.464518442626
451,ELECTRONICS,2007-08,136.03,41.29315573770492,5617.107975000001
452,TELECOMMUNICATIONS,2007-08,1260.7,41.29315573770492,52058.281438524595
453,INFORMATION & BROADCASTING,2007-08,288.49,41.29315573770492,11912.662498770493
454,AUTOMOBILE INDUSTRY,2007-08,656.1,41.29315573770492,27092.4394795082
455,AIR TRANSPORT,2007-08,99.08,41.29315573770492,4091.3258704918035
456,SEA TRANSPORT,2007-08,128.36,41.29315573770492,5300.389470491804
457,PORTS,2007-08,918.18,41.29315573770492,37914.549735245906
458,RAILWAY RELATED COMPONENTS,2007-08,12.41,41.29315573770492,512.4480627049181
459,INDUSTRIAL MACHINERY,2007-08,119.57,41.29315573770492,4937.422631557377
460,MACHINE TOOLS,2007-08,56.87,41.29315573770492,2348.341766803279
461,AGRICULTURAL MACHINERY,2007-08,6.72,41.29315573770492,277.49000655737706
462,EARTH-MOVING MACHINERY,2007-08,67.94,41.29315573770492,2805.4570008196724
463,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2007-08,211.15,41.29315573770492,8719.049834016394
464,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2007-08,9.83,41.29315573770492,405.9117209016394
465,MEDICAL AND SURGICAL APPLIANCES,2007-08,13.17,41.29315573770492,543.8308610655738
466,INDUSTRIAL INSTRUMENTS,2007-08,2.23,41.29315573770492,92.08373729508197
467,SCIENTIFIC INSTRUMENTS,2007-08,0.0,41.29315573770492,0.0
468,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2007-08,1.27,41.29315573770492,52.44230778688525
469,FERTILIZERS,2007-08,1.95,41.29315573770492,80.5216536885246
470,CHEMICALS,2007-08,233.7,41.29315573770492,9650.21049590164
471,PHOTOGRAPHIC RAW FILM AND PAPER,2007-08,54.86,41.29315573770492,2265.342523770492
472,DYE-STUFFS,2007-08,5.51,41.29315573770492,227.52528811475412
473,DRUGS & PHARMACEUTICALS,2007-08,340.35,41.29315573770492,14054.125555327872
474,TEXTILES,2007-08,185.4,41.29315573770492,7655.751073770492
475,PAPER AND PULP,2007-08,31.24,41.29315573770492,1289.9981852459016
476,SUGAR,2007-08,10.07,41.29315573770492,415.8220782786886
477,FERMENTATION INDUSTRIES,2007-08,270.05,41.29315573770492,11151.216706967214
478,FOOD PROCESSING INDUSTRIES,2007-08,70.17,41.29315573770492,2897.5407381147543
479,VEGETABLE OILS AND VANASPATI,2007-08,1.53,41.29315573770492,63.17852827868853
480,"SOAPS, COSMETICS & TOILET PREPARATIONS",2007-08,6.38,41.29315573770492,263.4503336065574
481,RUBBER GOODS,2007-08,15.12,41.29315573770492,624.3525147540984
482,"LEATHER,LEATHER GOODS AND PICKERS",2007-08,7.46,41.29315573770492,308.04694180327874
483,GLUE AND GELATIN,2007-08,2.28,41.29315573770492,94.14839508196721
484,GLASS,2007-08,11.04,41.29315573770492,455.8764393442623
485,CERAMICS,2007-08,115.11,41.29315573770492,4753.255156967213
486,CEMENT AND GYPSUM PRODUCTS,2007-08,16.89,41.29315573770492,697.4414004098362
487,TIMBER PRODUCTS,2007-08,0.39,41.29315573770492,16.10433073770492
488,DEFENCE INDUSTRIES,2007-08,0.0,41.29315573770492,0.0
489,CONSULTANCY SERVICES,2007-08,233.32,41.29315573770492,9634.519096721311
490,SERVICES SECTOR,2007-08,6986.17,41.29315573770492,288481.005820082
491,HOSPITAL & DIAGNOSTIC CENTRES,2007-08,241.76,41.29315573770492,9983.03333114754
492,EDUCATION,2007-08,43.59,41.29315573770492,1799.9686586065577
493,HOTEL & TOURISM,2007-08,421.47,41.29315573770492,17403.826348770493
494,TRADING,2007-08,345.02,41.29315573770492,14246.964592622951
495,RETAIL TRADING,2007-08,1.27,41.29315573770492,52.44230778688525
496,AGRICULTURE SERVICES,2007-08,58.13,41.29315573770492,2400.371143032787
497,"DIAMOND,GOLD ORNAMENTS",2007-08,59.15,41.29315573770492,2442.490161885246
498,TEA AND COFFEE,2007-08,18.94,41.29315573770492,782.0923696721312
499,PRINTING OF BOOKS,2007-08,35.54,41.29315573770492,1467.558754918033
500,COIR,2007-08,0.01,41.29315573770492,0.41293155737704923
501,CONSTRUCTION,2007-08,182.92,41.29315573770492,7553.344047540983
502,CONSTRUCTION DEVELOPMENT,2007-08,3887.33,41.29315573770492,160520.12309385248
503,MISCELLANEOUS INDUSTRIES,2007-08,528.42,41.29315573770492,21820.129354918034
504,METALLURGICAL INDUSTRIES,2008-09,959.94,43.416875,41677.5949875
505,MINING,2008-09,34.16,43.416875,1483.1204499999997
506,POWER,2008-09,907.66,43.416875,39407.760762499995
507,NON-CONVENTIONAL ENERGY,2008-09,125.88,43.416875,5465.316225
508,COAL PRODUCTION,2008-09,0.22,43.416875,9.551712499999999
509,PETROLEUM & NATURAL GAS,2008-09,349.29,43.416875,15165.08026875
510,BOILERS AND STEAM GENERATING PLANTS,2008-09,0.0,43.416875,0.0
511,PRIME MOVER,2008-09,74.88,43.416875,3251.0555999999997
512,ELECTRICAL EQUIPMENTS,2008-09,417.35,43.416875,18120.03278125
513,COMPUTER SOFTWARE & HARDWARE,2008-09,1543.34,43.416875,67006.99986249999
514,ELECTRONICS,2008-09,147.51,43.416875,6404.423231249999
515,TELECOMMUNICATIONS,2008-09,2548.63,43.416875,110653.55013125
516,INFORMATION & BROADCASTING,2008-09,735.04,43.416875,31913.139799999997
517,AUTOMOBILE INDUSTRY,2008-09,1150.03,43.416875,49930.708756249995
518,AIR TRANSPORT,2008-09,61.37,43.416875,2664.4936187499998
519,SEA TRANSPORT,2008-09,50.21,43.416875,2179.96129375
520,PORTS,2008-09,493.15,43.416875,21411.03190625
521,RAILWAY RELATED COMPONENTS,2008-09,18.01,43.416875,781.93791875
522,INDUSTRIAL MACHINERY,2008-09,110.54,43.416875,4799.3013625
523,MACHINE TOOLS,2008-09,45.66,43.416875,1982.4145124999998
524,AGRICULTURAL MACHINERY,2008-09,5.57,43.416875,241.83199375
525,EARTH-MOVING MACHINERY,2008-09,2.27,43.416875,98.55630624999999
526,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2008-09,142.31,43.416875,6178.65548125
527,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2008-09,12.63,43.416875,548.35513125
528,MEDICAL AND SURGICAL APPLIANCES,2008-09,75.42,43.416875,3274.5007124999997
529,INDUSTRIAL INSTRUMENTS,2008-09,17.48,43.416875,758.926975
530,SCIENTIFIC INSTRUMENTS,2008-09,0.83,43.416875,36.03600624999999
531,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2008-09,0.0,43.416875,0.0
532,FERTILIZERS,2008-09,133.75,43.416875,5807.007031249999
533,CHEMICALS,2008-09,651.22,43.416875,28273.9373375
534,PHOTOGRAPHIC RAW FILM AND PAPER,2008-09,1.05,43.416875,45.58771875
535,DYE-STUFFS,2008-09,1.17,43.416875,50.797743749999995
536,DRUGS & PHARMACEUTICALS,2008-09,4246.76,43.416875,184381.048075
537,TEXTILES,2008-09,157.52,43.416875,6839.02615
538,PAPER AND PULP,2008-09,272.51,43.416875,11831.532606249999
539,SUGAR,2008-09,5.01,43.416875,217.51854375
540,FERMENTATION INDUSTRIES,2008-09,144.7,43.416875,6282.421812499999
541,FOOD PROCESSING INDUSTRIES,2008-09,102.71,43.416875,4459.34723125
542,VEGETABLE OILS AND VANASPATI,2008-09,42.88,43.416875,1861.7156
543,"SOAPS, COSMETICS & TOILET PREPARATIONS",2008-09,22.03,43.416875,956.47375625
544,RUBBER GOODS,2008-09,84.88,43.416875,3685.2243499999995
545,"LEATHER,LEATHER GOODS AND PICKERS",2008-09,3.32,43.416875,144.14402499999997
546,GLUE AND GELATIN,2008-09,0.0,43.416875,0.0
547,GLASS,2008-09,23.16,43.416875,1005.534825
548,CERAMICS,2008-09,198.43,43.416875,8615.21050625
549,CEMENT AND GYPSUM PRODUCTS,2008-09,724.8,43.416875,31468.550999999996
550,TIMBER PRODUCTS,2008-09,11.27,43.416875,489.30818124999996
551,DEFENCE INDUSTRIES,2008-09,0.0,43.416875,0.0
552,CONSULTANCY SERVICES,2008-09,256.59,43.416875,11140.335956249999
553,SERVICES SECTOR,2008-09,6183.49,43.416875,268467.81239374995
554,HOSPITAL & DIAGNOSTIC CENTRES,2008-09,239.71,43.416875,10407.45910625
555,EDUCATION,2008-09,214.52,43.416875,9313.788025
556,HOTEL & TOURISM,2008-09,463.92,43.416875,20141.95665
557,TRADING,2008-09,643.64,43.416875,27944.837424999998
558,RETAIL TRADING,2008-09,0.09,43.416875,3.9075187499999995
559,AGRICULTURE SERVICES,2008-09,5.35,43.416875,232.28028124999997
560,"DIAMOND,GOLD ORNAMENTS",2008-09,83.5,43.416875,3625.3090625
561,TEA AND COFFEE,2008-09,37.08,43.416875,1609.8977249999998
562,PRINTING OF BOOKS,2008-09,31.61,43.416875,1372.4074187499998
563,COIR,2008-09,0.0,43.416875,0.0
564,CONSTRUCTION,2008-09,172.7,43.416875,7498.094312499999
565,CONSTRUCTION DEVELOPMENT,2008-09,4657.51,43.416875,202214.52948125
566,MISCELLANEOUS INDUSTRIES,2008-09,1549.7,43.416875,67283.1311875
567,METALLURGICAL INDUSTRIES,2009-10,419.88,48.350759493670886,20301.51689620253
568,MINING,2009-10,174.4,48.350759493670886,8432.372455696202
569,POWER,2009-10,1271.79,48.350759493670886,61492.01241645569
570,NON-CONVENTIONAL ENERGY,2009-10,622.52,48.350759493670886,30099.3148
571,COAL PRODUCTION,2009-10,0.0,48.350759493670886,0.0
572,PETROLEUM & NATURAL GAS,2009-10,265.53,48.350759493670886,12838.577168354428
573,BOILERS AND STEAM GENERATING PLANTS,2009-10,3.96,48.350759493670886,191.4690075949367
574,PRIME MOVER,2009-10,39.5,48.350759493670886,1909.855
575,ELECTRICAL EQUIPMENTS,2009-10,728.27,48.350759493670886,35212.4076164557
576,COMPUTER SOFTWARE & HARDWARE,2009-10,871.86,48.350759493670886,42155.0931721519
577,ELECTRONICS,2009-10,52.14,48.350759493670886,2521.0086
578,TELECOMMUNICATIONS,2009-10,2539.26,48.350759493670886,122775.14955189875
579,INFORMATION & BROADCASTING,2009-10,490.83,48.350759493670886,23732.00328227848
580,AUTOMOBILE INDUSTRY,2009-10,1236.29,48.350759493670886,59775.56045443038
581,AIR TRANSPORT,2009-10,23.71,48.350759493670886,1146.3965075949368
582,SEA TRANSPORT,2009-10,284.85,48.350759493670886,13772.713841772153
583,PORTS,2009-10,65.41,48.350759493670886,3162.6231784810125
584,RAILWAY RELATED COMPONENTS,2009-10,34.43,48.350759493670886,1664.7166493670886
585,INDUSTRIAL MACHINERY,2009-10,341.88,48.350759493670886,16530.157655696203
586,MACHINE TOOLS,2009-10,133.83,48.350759493670886,6470.782143037975
587,AGRICULTURAL MACHINERY,2009-10,1.88,48.350759493670886,90.89942784810125
588,EARTH-MOVING MACHINERY,2009-10,15.62,48.350759493670886,755.2388632911392
589,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2009-10,149.59,48.350759493670886,7232.790112658228
590,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2009-10,78.98,48.350759493670886,3818.742984810127
591,MEDICAL AND SURGICAL APPLIANCES,2009-10,167.35,48.350759493670886,8091.499601265822
592,INDUSTRIAL INSTRUMENTS,2009-10,7.61,48.350759493670886,367.94927974683543
593,SCIENTIFIC INSTRUMENTS,2009-10,0.0,48.350759493670886,0.0
594,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2009-10,0.0,48.350759493670886,0.0
595,FERTILIZERS,2009-10,8.2,48.350759493670886,396.47622784810125
596,CHEMICALS,2009-10,365.94,48.350759493670886,17693.476929113924
597,PHOTOGRAPHIC RAW FILM AND PAPER,2009-10,0.0,48.350759493670886,0.0
